id,link,DPDP,PDP,Development project,Public project,Documented project,,,,,,,
64623,https://github.com/topfunky/zsh-simple,FALSE,FALSE,0,0,0,1,1,0,1,0,0,0
65125,https://github.com/mytardis/mytardis.github.com,FALSE,FALSE,1,0,1,1,0,0,0,0,0,0
65838,https://github.com/murgo/IrssiNotifier,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
66148,https://github.com/kaznum/sanataro,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
70220,https://github.com/spocky/RESTConnection,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
70814,https://github.com/unicornrainbow/dots,FALSE,FALSE,0,1,0,0,1,0,1,0,0,0
71019,https://github.com/zhouyan/vSMC,FALSE,FALSE,1,0,0,0,1,0,1,1,0,1
71238,https://github.com/chef-rbenv/ruby_rbenv,TRUE,TRUE,1,1,0,1,1,1,0,0,1,1
72571,https://github.com/adlibre/Adlibre-TMS,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
72879,https://github.com/mkorcy/tdl_hydra_head,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
74238,https://github.com/Slesa/Poseidon,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
74512,https://github.com/neleai/mthyst,TRUE,TRUE,1,1,0,1,1,0,0,0,0,0
75078,https://github.com/ctford/goldberg,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
77307,https://github.com/leggetter/pusher-examples,FALSE,FALSE,0,1,0,0,1,1,0,0,0,1
77410,https://github.com/eliten00b/Userscript-Browsergames,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0
81255,https://github.com/eigenhombre/PyClojure,TRUE,TRUE,1,1,0,0,0,1,0,0,0,0
81440,https://github.com/thechiselgroup/biomixer,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
81569,https://github.com/ilankasan/Tivit-2,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
82074,https://github.com/kerryjiang/WebSocket4Net,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
84534,https://github.com/bcomnes/bcomnes.github.com,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
85005,https://github.com/envone/ember-runner,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
85176,https://github.com/knowhow/F18_knowhow,FALSE,FALSE,1,0,0,1,1,0,1,0,0,0
85339,https://github.com/jeremyz/zorglub,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
85363,https://github.com/greg-pe/android_manifest,TRUE,TRUE,1,1,0,1,1,0,0,0,0,1
85850,https://github.com/dharmafly/jquery.promises,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
86103,https://github.com/Panajev/CocosLib,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
86693,https://github.com/Wilfred/.emacs.d,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
86700,https://github.com/robinsenior/RSMaskedLabel,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
87477,https://github.com/adamvi/ClusterCompute,TRUE,TRUE,1,1,0,0,*1,0,*1,0,0,*1
87744,https://github.com/LaKabane/tNETacle,TRUE,TRUE,1,1,0,0,1,0,0,1,0,1
88141,https://github.com/SirVer/move_window,TRUE,TRUE,1,1,0,0,1,0,*1,0,0,1
88292,https://github.com/lozanotek/RefreshWithNuGet,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
88437,https://github.com/kartzum/engione,TRUE,TRUE,1,1,0,0,0,0,0,1,0,0
88640,https://github.com/a25kk/kjf-pmapp,FALSE,FALSE,0,1,0,0,1,0,1,0,0,0
89129,https://github.com/rofl0r/jobflow,TRUE,TRUE,1,1,0,0,1,0,1,*1,0,1
89878,https://github.com/ServiceStackApps/SocialBootstrapApi,TRUE,TRUE,1,1,0,1,1,*1,0,1,0,0
92288,https://github.com/wagnerrp/pytmdb3,TRUE,TRUE,1,1,0,1,1,0,1,1,0,1
93988,https://github.com/willemw12/get_iplayer_downloader,TRUE,TRUE,1,1,1,0,1,0,1,1,0,1
94329,https://github.com/pullswitch/django-checkout,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
95298,https://github.com/cartoque/cartoque,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
96835,https://github.com/jart/justinemacs,FALSE,FALSE,1,0,0,0,1,0,1,0,0,0
98306,https://github.com/alokmenghrajani/riskybird,TRUE,TRUE,1,1,0,0,0,0,0,1,0,0
100977,https://github.com/ierton/dotfiles,FALSE,FALSE,0,1,0,0,0,0,0,0,0,0
102011,https://github.com/mindcandy/Teamcity-unity3d-build-runner-plugin,TRUE,TRUE,1,1,0,0,1,0,1,0,1,1
102072,https://github.com/seblm/flashmod-plannr,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
105653,https://github.com/RobertBurrellDonkin/ComputerTimeDiary,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
106099,https://github.com/seejohnrun/php-statsd,TRUE,TRUE,1,1,0,0,1,1,1,0,0,1
107361,https://github.com/proxylocal/proxylocal-gem,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
108532,https://github.com/Raynos/eventemitter-light,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
111592,https://github.com/gangeli/ParsingTime,TRUE,TRUE,1,1,0,0,1,0,0,1,0,0
111912,https://github.com/aragaer/jtt_android,TRUE,TRUE,1,1,0,0,0,1,0,0,0,0
112761,https://github.com/mxw/dotfiles,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
113002,https://github.com/jayli/yuislide,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
113814,https://github.com/andresv/ccbee,FALSE,FALSE,1,*0,0,0,1,0,1,0,0,1
114191,https://github.com/grinnbearit/sicp,FALSE,FALSE,1,0,0,0,1,0,0,0,0,0
116458,https://github.com/Anviking/TestRepository,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
117309,https://github.com/vronk/corpus_shell,TRUE,TRUE,1,1,0,0,1,0,0,1,0,1
118066,https://github.com/nmelnick/Domain-PublicSuffix,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
119875,https://github.com/thebestsolution/ZendMultipleAuthentications,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
121841,https://github.com/buildgen/buildgen,TRUE,TRUE,1,1,1,1,0,0,0,0,0,0
122432,https://github.com/PhantomX/slackbuilds,FALSE,FALSE,1,0,0,1,1,0,0,0,0,0
123435,https://github.com/saltstack/salt-states,FALSE,FALSE,0,1,0,0,1,1,0,0,1,0
124558,https://github.com/mrotondo/SuperCollider,FALSE,FALSE,1,0,0,1,1,0,0,1,0,1
125379,https://github.com/example42/puppet-iptables,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
129180,https://github.com/michaelklishin/neo4j-server-chef-cookbook,FALSE,FALSE,0,1,0,0,0,0,0,1,0,0
131732,https://github.com/palfrey/rhythmbox-tray-icon,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
133126,https://github.com/riffautae/IRCBot,TRUE,TRUE,1,1,0,1,1,0,1,1,0,1
136005,https://github.com/culturecode/kmz_compressor,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
136045,https://github.com/theicfire/my-vim,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0
136162,https://github.com/karakundert/SERENDIP-V.v,FALSE,FALSE,1,0,0,0,0,1,0,0,0,0
136621,https://github.com/JeremyOT/TotoClient-iOS,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
138090,https://github.com/datanoise/vimfiles,FALSE,FALSE,0,0,0,0,1,0,0,0,0,0
138629,https://github.com/johndavid400/prototype_robotics,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
139619,https://github.com/scottjehl/Hide-Address-Bar,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
140603,https://github.com/nicjansma/todoist-backup,FALSE,FALSE,1,*0,0,1,1,0,0,0,0,1
141569,https://github.com/lbillon/PHPM,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
146187,https://github.com/sirsean/dependo,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
146811,https://github.com/krevert/Algorhythm,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
147996,https://github.com/sjlu/portfolio,TRUE,TRUE,1,1,0,1,1,0,0,0,0,1
148720,https://github.com/nmilford/specfiles,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
149364,https://github.com/balvig/.dotfiles,FALSE,FALSE,0,0,0,0,1,0,1,0,0,0
149885,https://github.com/oddbird/greenmud,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
150376,https://github.com/shamithc/Apple_store_search,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
153807,https://github.com/telerik/kendo-examples-asp-net-mvc,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
157531,https://github.com/moksamedia/Screen-Capture,TRUE,TRUE,1,1,0,0,1,0,0,0,1,1
160337,https://github.com/angular-ui/AngularJs.tmbundle,TRUE,TRUE,1,1,0,0,1,0,0,0,0,0
160401,https://github.com/wx13/editor,TRUE,TRUE,1,1,0,1,1,1,1,0,0,1
161726,https://github.com/bizrad6/Brad-s-Code-Eval-Solutions,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
162298,https://github.com/rlorenzo/track-branch-via-git-hooks,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
163517,https://github.com/vim-scripts/behat.zip,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
163636,https://github.com/glamrock/Soapy,TRUE,TRUE,1,1,0,0,1,1,0,0,0,1
163916,https://github.com/kaorut/bobura,FALSE,FALSE,1,0,0,1,0,0,0,0,0,0
164809,https://github.com/jmslagle/ttbot,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
165237,https://github.com/renren/xlog,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
166255,https://github.com/geddski/lessless,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
168927,https://github.com/chrisbra/improvedft,TRUE,TRUE,1,1,0,0,1,0,1,0,1,1
170897,https://github.com/nieve/Stereo,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
171704,https://github.com/Delors/DoRest,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
174480,https://github.com/Automattic/Ad-Code-Manager,TRUE,TRUE,1,1,0,1,1,0,1,1,0,1
176622,https://github.com/EvanDotPro/EdpSuperluminal,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
177808,https://github.com/thecubed/android_device_lge_revolution,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
179115,https://github.com/aaronpowell/html2jade-website,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
179380,https://github.com/chief/greek_string_utils,TRUE,TRUE,1,*1,0,0,1,0,1,0,0,1
179425,https://github.com/blackberry/Skia,FALSE,FALSE,1,0,0,0,1,0,0,0,0,1
179452,https://github.com/mroderick/try-busterjs,TRUE,TRUE,1,1,0,1,1,1,1,0,0,1
179523,https://github.com/batopa/Hello-World,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
182655,https://github.com/jpowers/node-google-places,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
183484,https://github.com/kronihias/pix_freenect,TRUE,TRUE,1,1,0,1,1,1,1,0,0,1
184421,https://github.com/mrtesla/alice-controller,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
184983,https://github.com/rogerhu/mockfacebook,FALSE,FALSE,1,0,0,0,1,0,1,1,1,1
185407,https://github.com/cheapRoc/ember-flash,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
188471,https://github.com/kfprimm/prime.mod,TRUE,TRUE,1,1,0,0,1,1,1,0,0,1
189238,https://github.com/slopjong/avr,FALSE,FALSE,1,0,0,0,1,0,1,0,0,1
191361,https://github.com/coapp-packages/openssl,TRUE,TRUE,1,1,0,1,1,0,1,1,0,1
191824,https://github.com/nicjansma/mysql-convert-latin1-to-utf8,TRUE,TRUE,1,1,0,1,1,1,1,0,0,1
195796,https://github.com/derdesign/protos,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
196541,https://github.com/FreeScholar/DrupalStudy,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
196651,https://github.com/fsweetser/netreg,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
199620,https://github.com/chenosaurus/poker-evaluator,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
200350,https://github.com/ramonvanalteren/jenkinsapi,TRUE,TRUE,1,1,0,1,1,1,1,0,0,1
201292,https://github.com/matthewbj/Colors,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
203817,https://github.com/pchickey/purple-ardupilot-mega,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
204318,https://github.com/teamgummy/android_device_motorola_droid2we,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
204695,https://github.com/loco2/lolsoap,TRUE,TRUE,1,1,0,1,1,1,1,1,0,1
204798,https://github.com/martinisoft/snitch,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
204869,https://github.com/daoswald/Inline-CPP,TRUE,TRUE,1,1,0,1,1,1,1,0,0,1
205098,https://github.com/oisin/trellobo,TRUE,TRUE,1,1,0,0,1,1,1,1,1,1
205645,https://github.com/liberation/django-admin-tabs,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
206975,https://github.com/vesln/issues,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
207023,https://github.com/sunlightlabs/transparencycamp,FALSE,FALSE,1,0,0,1,0,0,0,0,0,0
207563,https://github.com/kloopko/kohana-admin,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
208610,https://github.com/cubewebsites/Impress.js-Tutorial,FALSE,FALSE,0,1,0,1,0,0,0,0,0,0
208917,https://github.com/sotdan/Redditron,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
212876,https://github.com/kylelutz/chemkit,TRUE,TRUE,1,1,0,1,1,1,1,0,0,1
214877,https://github.com/torshy/torshify,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
215824,https://github.com/mrforbes/Backbone-Store,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
217734,https://github.com/tototoshi/scala-http-client,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
217961,https://github.com/patrickgombert/Ubuntu-Kids-Ruby-Install,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
219169,https://github.com/timmc/lein-otf,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
220784,https://github.com/miuirussia/miui-v4-russian-translation,FALSE,FALSE,0,0,0,1,0,0,0,0,0,0
222373,https://github.com/blawson/PachubeArduino,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
225113,https://github.com/moksamedia/MessageDrop,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
226852,https://github.com/sappho/sappho-data-publisher,TRUE,TRUE,1,1,1,0,0,0,0,0,0,0
227689,https://github.com/sayedihashimi/sayed-samples,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
229175,https://github.com/mattam82/Forcing,TRUE,TRUE,1,1,0,0,0,1,1,0,0,1
231053,https://github.com/rlane/Oort,TRUE,TRUE,1,1,0,1,1,0,1,1,1,1
232178,https://github.com/LUCA-Studios-LLC/LUCA-UI-Framework-for-Dart,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
232776,https://github.com/sholiday/Unofficial-Waterloo-USA-Intern-Guide,TRUE,TRUE,1,1,0,1,0,0,0,0,1,0
233705,https://github.com/svx/pyramid-buildout,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
234860,https://github.com/hsjunnesson/UIViewDrawRectBlock,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
235574,https://github.com/JonHanna/Ariadne,FALSE,FALSE,0,1,0,1,0,0,0,0,0,0
235928,https://github.com/timtadh/fuzzbuzz,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
236667,https://github.com/artsy/artsy.github.com,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
236716,https://github.com/Ancurio/TileAttEditor,FALSE,FALSE,1,0,0,0,1,0,0,0,0,1
243182,https://github.com/ccazette/Kohana_XML,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
243412,https://github.com/futuristic999/wizloom,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
244600,https://github.com/pixelpusher/CreativeCode,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
244955,https://github.com/julesce/refinerycms-banners,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
245263,https://github.com/tenorviol/git-search,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
245543,https://github.com/lkoskela/maven-build-utils,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
246034,https://github.com/markokr/pghashlib,TRUE,TRUE,1,1,0,0,1,0,1,1,0,1
247701,https://github.com/ign/code.ign.com,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
249477,https://github.com/racker/node-v1,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
249683,https://github.com/positron/html5_slime_volleyball,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
250460,https://github.com/timdream/gaia-keyboard-demo,FALSE,FALSE,1,0,0,1,1,0,1,0,0,1
251092,https://github.com/elastic/elasticsearch-transport-wares,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
251751,https://github.com/evansolomon/WordPress.org-plugins-SVN-link,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
255668,https://github.com/Paaskehare/Doctor,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
256227,https://github.com/helixyte/tractor,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
256417,https://github.com/azer/node-virtualbox,TRUE,TRUE,1,1,0,0,1,0,1,1,1,1
258782,https://github.com/tmaiaroto/li3_perf,TRUE,TRUE,1,1,0,0,1,0,0,0,0,1
260315,https://github.com/maecro/nether,TRUE,TRUE,1,1,1,0,1,0,1,0,0,1
260831,https://github.com/edumbill/doap,TRUE,TRUE,1,1,1,0,0,1,0,0,0,0
261226,https://github.com/melezov/etb,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
261484,https://github.com/ekes/voxbox,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
262630,https://github.com/bscheiman/NQLINQ,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
263956,https://github.com/basvandijk/vector-bytestring,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
264890,https://github.com/ryanchapman/vmware_scripts,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
265382,https://github.com/vindula/vindula.tagcloud,FALSE,TRUE,1,1,0,0,0,0,0,0,0,0
265436,https://github.com/jgable/jquery-mobile-mvc,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
265979,https://github.com/fabiocorneti/SublimeTextGitX,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
267761,https://github.com/dploi/dploi-fabric,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
268947,https://github.com/RobSpectre/Somebody-Put-Something-In-My-Ring,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
270686,https://github.com/hulihanapplications/Onyx,TRUE,TRUE,1,1,0,1,1,0,1,0,0,1
272336,https://github.com/bgamari/bayes-stack,TRUE,TRUE,1,1,0,1,0,0,0,0,0,0
274131,https://github.com/robz/ClassWebsite,FALSE,FALSE,1,0,0,0,0,0,0,0,0,0
275186,https://github.com/totara/moodle,TRUE,TRUE,1,1,0,1,1,0,0,0,0,1
275535,https://github.com/adrian-bl/ibq,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
276019,https://github.com/fabpot/Create-Your-Framework,FALSE,FALSE,1,0,0,1,0,0,0,0,0,0
276119,https://github.com/DamonOehlman/piper,TRUE,TRUE,1,1,0,0,1,0,1,0,0,1
